gesture,[0],[1],[2],[3],[4],[5],[6],[7],[8],[9],[10],[11],[12],[13],[14],[15],[16],[17],[18],[19],[20]
0.5,"0.16773223876953125,0.549128532409668,2.931393510152702e-07","0.19236642122268677,0.5146529674530029,-0.00856754556298256","0.2121230810880661,0.4674775302410126,-0.01657400280237198","0.22876890003681183,0.4369582235813141,-0.025495801120996475","0.24534054100513458,0.40785276889801025,-0.034496426582336426","0.17823772132396698,0.3979903757572174,-0.007613487541675568","0.18898996710777283,0.3486528694629669,-0.022216089069843292","0.2068084329366684,0.33319783210754395,-0.03448568284511566","0.2241833209991455,0.33007174730300903,-0.04220841825008392","0.1636330783367157,0.39899927377700806,-0.01216703001409769","0.1660703420639038,0.3341469168663025,-0.025518087670207024","0.18366917967796326,0.3095957040786743,-0.03683329373598099","0.20174407958984375,0.3009507656097412,-0.04401441663503647","0.15071812272071838,0.4141164720058441,-0.018494972959160805","0.14991964399814606,0.3542037010192871,-0.03364042565226555","0.16984178125858307,0.33236661553382874,-0.043347351253032684","0.19041840732097626,0.3236852288246155,-0.04859979450702667","0.14126725494861603,0.43978556990623474,-0.025371218100190163","0.14942751824855804,0.4039016366004944,-0.039890043437480927","0.16633246839046478,0.3886326253414154,-0.04647430405020714","0.18382562696933746,0.3807656764984131,-0.049691878259181976"
0.5,"0.16637343168258667,0.5510241985321045,2.7137681968270044e-07","0.19207607209682465,0.5108925104141235,-0.0042572650127112865","0.2103307992219925,0.4622073173522949,-0.011207446455955505","0.22647687792778015,0.43121254444122314,-0.02018885873258114","0.24371863901615143,0.4031742513179779,-0.029506132006645203","0.1737818866968155,0.39795181155204773,-0.004605000838637352","0.18364818394184113,0.3478989601135254,-0.018664656206965446","0.20266297459602356,0.3285779654979706,-0.0306808240711689","0.22074604034423828,0.32137954235076904,-0.03837473317980766","0.15999753773212433,0.40170758962631226,-0.011758580803871155","0.1647617220878601,0.3355492055416107,-0.025002801790833473","0.18546152114868164,0.31269246339797974,-0.03575217351317406","0.20465323328971863,0.30735546350479126,-0.042492590844631195","0.14852842688560486,0.4174116551876068,-0.020319635048508644","0.15459007024765015,0.3554953932762146,-0.034904710948467255","0.17779234051704407,0.3356008529663086,-0.04302904009819031","0.19826769828796387,0.32999470829963684,-0.04720257595181465","0.14214906096458435,0.44245555996894836,-0.029205437749624252","0.1568979173898697,0.40047937631607056,-0.04270688071846962","0.17706117033958435,0.3880501687526703,-0.0476117879152298","0.1949954479932785,0.3856906294822693,-0.04966512694954872"
0.5,"0.16485458612442017,0.5469413995742798,3.2375737646361813e-07","0.19013726711273193,0.5054100155830383,-0.003377057146281004","0.20652969181537628,0.45693936944007874,-0.011112592183053493","0.22261878848075867,0.4269452691078186,-0.020938536152243614","0.23950916528701782,0.3993856608867645,-0.030797479674220085","0.15771353244781494,0.39089781045913696,-0.005476819816976786","0.16908878087997437,0.33799469470977783,-0.019894858822226524","0.18992213904857635,0.3134758472442627,-0.03176911547780037","0.20880010724067688,0.302655428647995,-0.03925676643848419","0.14688223600387573,0.39910000562667847,-0.013331394642591476","0.16115543246269226,0.33186009526252747,-0.027009764686226845","0.1851215660572052,0.3079043924808502,-0.03720691427588463","0.2055719494819641,0.3006461560726166,-0.04338999465107918","0.14161989092826843,0.4172903001308441,-0.022359061986207962","0.1576145589351654,0.35690444707870483,-0.03628944233059883","0.1824961006641388,0.3356900215148926,-0.0424884669482708","0.20268353819847107,0.327716588973999,-0.04529325291514397","0.14337921142578125,0.4432629942893982,-0.03177021071314812","0.16229820251464844,0.39746055006980896,-0.04330902919173241","0.1826551854610443,0.3832693099975586,-0.04589550942182541","0.19980235397815704,0.38013964891433716,-0.04631795361638069"
0.5,"0.1611699014902115,0.5446512699127197,3.0481822932415525e-07","0.18769459426403046,0.4974306523799896,-6.820150156272575e-05","0.20166312158107758,0.4496527314186096,-0.007843852043151855","0.2157995104789734,0.41728565096855164,-0.01835278607904911","0.23302936553955078,0.39015623927116394,-0.02901976928114891","0.14524658024311066,0.3935893177986145,-0.0049201794900000095","0.16142185032367706,0.33523526787757874,-0.01882084645330906","0.18461592495441437,0.3109219968318939,-0.03033304773271084","0.20458820462226868,0.3032884895801544,-0.03755452111363411","0.13697229325771332,0.40322345495224,-0.014384736306965351","0.15679848194122314,0.3280794024467468,-0.02650410123169422","0.18247197568416595,0.30331704020500183,-0.03565504401922226","0.2032235860824585,0.29804688692092896,-0.041490063071250916","0.13674136996269226,0.4207440912723541,-0.02443597838282585","0.1588221788406372,0.3543197810649872,-0.03594989702105522","0.1857326775789261,0.3316584825515747,-0.04064541682600975","0.20655621588230133,0.324971079826355,-0.04308019578456879","0.14467115700244904,0.4436418116092682,-0.03465266525745392","0.16556309163570404,0.39498499035835266,-0.04322819784283638","0.18615317344665527,0.3800036907196045,-0.04391319677233696","0.2028135508298874,0.37709560990333557,-0.04354593902826309"
0.5,"0.15769141912460327,0.5458584427833557,3.0506100756610977e-07","0.1847614049911499,0.4975561797618866,-0.0008935395162552595","0.19726786017417908,0.45031121373176575,-0.009020070545375347","0.2107820212841034,0.4178600311279297,-0.019694222137331963","0.22711153328418732,0.3898312747478485,-0.030490919947624207","0.1396094411611557,0.39691752195358276,-0.004555693827569485","0.15663079917430878,0.3367260694503784,-0.018031423911452293","0.1783728152513504,0.308211088180542,-0.029715240001678467","0.19754700362682343,0.2954889237880707,-0.037464793771505356","0.13421274721622467,0.40556880831718445,-0.013512371107935905","0.15586501359939575,0.3297607898712158,-0.026184432208538055","0.1804724782705307,0.30249282717704773,-0.03706258162856102","0.20080770552158356,0.2941052317619324,-0.0443500317633152","0.1364573836326599,0.4216233789920807,-0.022970130667090416","0.15991029143333435,0.35645073652267456,-0.034500423818826675","0.18736596405506134,0.3310423791408539,-0.040847424417734146","0.2096715271472931,0.32299184799194336,-0.044617194682359695","0.14701490104198456,0.44221311807632446,-0.03265270218253136","0.16886091232299805,0.39641299843788147,-0.04089996963739395","0.1890249401330948,0.3781699240207672,-0.04304814711213112","0.20613983273506165,0.37197279930114746,-0.04416009411215782"
0.5,"0.15820269286632538,0.5428041219711304,2.9615682706207735e-07","0.1855766624212265,0.49453598260879517,0.0004295135149732232","0.19735045731067657,0.4489266574382782,-0.007474278099834919","0.2100723683834076,0.41744503378868103,-0.018408363685011864","0.2265954464673996,0.38758426904678345,-0.02956007421016693","0.14152121543884277,0.3947380483150482,-0.003594497684389353","0.1546926349401474,0.3334842622280121,-0.017415111884474754","0.17598867416381836,0.3064274787902832,-0.02913394384086132","0.1946542114019394,0.29517683386802673,-0.03669925779104233","0.135445237159729,0.40418732166290283,-0.01345305610448122","0.15387801826000214,0.32884839177131653,-0.025865985080599785","0.1795414388179779,0.3011629581451416,-0.036140747368335724","0.20066529512405396,0.29180365800857544,-0.04300572723150253","0.13691693544387817,0.42069685459136963,-0.02388630621135235","0.1592530459165573,0.3540857136249542,-0.035357680171728134","0.18682269752025604,0.33022958040237427,-0.040821373462677","0.20809322595596313,0.3224283754825592,-0.043999142944812775","0.14638635516166687,0.4413074851036072,-0.03448314219713211","0.16810888051986694,0.39318910241127014,-0.04288536682724953","0.18825437128543854,0.37656235694885254,-0.04425670579075813","0.2041672021150589,0.37164461612701416,-0.044670768082141876"
0.5,"0.15694959461688995,0.5449869632720947,2.8835563625762006e-07","0.18544010818004608,0.49609243869781494,0.0002926573215518147","0.19797882437705994,0.4496645927429199,-0.007182240951806307","0.21097339689731598,0.41763484477996826,-0.017670556902885437","0.2278270572423935,0.3870517909526825,-0.028454849496483803","0.142137810587883,0.3961220681667328,-0.0021120880264788866","0.15593238174915314,0.3367732763290405,-0.01515230629593134","0.17635470628738403,0.30761241912841797,-0.026324113830924034","0.19433483481407166,0.29307326674461365,-0.033775508403778076","0.1357153058052063,0.40429291129112244,-0.011742010712623596","0.15438219904899597,0.3294396996498108,-0.023550383746623993","0.17897683382034302,0.3012685179710388,-0.03355659544467926","0.19973516464233398,0.29094165563583374,-0.04033413901925087","0.13679294288158417,0.41993916034698486,-0.02204490825533867","0.1592332422733307,0.35418829321861267,-0.03316274657845497","0.18555262684822083,0.3288789987564087,-0.03861447796225548","0.20674221217632294,0.31898999214172363,-0.04185399413108826","0.14610083401203156,0.4404301643371582,-0.03255413472652435","0.16669587790966034,0.3932279646396637,-0.04079674556851387","0.18594376742839813,0.3753471076488495,-0.04238215461373329","0.20179830491542816,0.3688770532608032,-0.04306328669190407"
0.5,"0.1598760485649109,0.5416813492774963,2.936772034445312e-07","0.18550711870193481,0.49413350224494934,-0.0001006903694360517","0.19895851612091064,0.4463673233985901,-0.00786603707820177","0.21239620447158813,0.41475141048431396,-0.01829984225332737","0.22880297899246216,0.38447269797325134,-0.029004700481891632","0.14589861035346985,0.3877726197242737,-0.004214364103972912","0.162706196308136,0.3325992822647095,-0.018554089590907097","0.18450647592544556,0.3061538338661194,-0.030696023255586624","0.2039366364479065,0.293981671333313,-0.038524236530065536","0.13729672133922577,0.3964717388153076,-0.01375952921807766","0.15690170228481293,0.32397085428237915,-0.026140298694372177","0.18127746880054474,0.2974773645401001,-0.03616602346301079","0.20207348465919495,0.2882371246814728,-0.042711056768894196","0.13591186702251434,0.41408446431159973,-0.023930054157972336","0.1584111601114273,0.3510606288909912,-0.03617114946246147","0.1848430037498474,0.32762905955314636,-0.0416128970682621","0.206129252910614,0.31857025623321533,-0.044443149119615555","0.14268429577350616,0.43732792139053345,-0.034241415560245514","0.164729505777359,0.39233988523483276,-0.0435592383146286","0.18481960892677307,0.37757572531700134,-0.04479381442070007","0.20109762251377106,0.3738206923007965,-0.044748105108737946"
0.5,"0.16289013624191284,0.5404579043388367,2.834628958225949e-07","0.18543462455272675,0.4970388412475586,-0.0042265611700713634","0.1996135264635086,0.4481593370437622,-0.012731948867440224","0.2137758731842041,0.41647791862487793,-0.023162612691521645","0.23011881113052368,0.38593319058418274,-0.03371267393231392","0.150580033659935,0.3837014436721802,-0.005360229406505823","0.16336332261562347,0.33207967877388,-0.020242417231202126","0.18310287594795227,0.3064976930618286,-0.03283851966261864","0.2016989290714264,0.2941688299179077,-0.040966153144836426","0.14020806550979614,0.39057546854019165,-0.012657782062888145","0.15511375665664673,0.32605063915252686,-0.025510214269161224","0.17708170413970947,0.30037277936935425,-0.035990457981824875","0.19730359315872192,0.28909409046173096,-0.042855653911828995","0.13526637852191925,0.40780651569366455,-0.021211659535765648","0.15310880541801453,0.3508220613002777,-0.0345195047557354","0.17783455550670624,0.32705798745155334,-0.041043721139431","0.20010407269001007,0.3150065839290619,-0.044388871639966965","0.1371515691280365,0.4331939220428467,-0.030254380777478218","0.15565334260463715,0.39364680647850037,-0.04102841392159462","0.17460788786411285,0.37712907791137695,-0.04372412711381912","0.19174283742904663,0.36913591623306274,-0.04441707953810692"
0.5,"0.16163356602191925,0.5414149761199951,1.9739432843834948e-07","0.18651291728019714,0.5093860626220703,-0.007350794039666653","0.2067883461713791,0.4643600881099701,-0.01261475495994091","0.2224912941455841,0.42798328399658203,-0.018852155655622482","0.2353634238243103,0.3951150178909302,-0.025138255208730698","0.17122714221477509,0.39506766200065613,0.0005738017498515546","0.18220534920692444,0.34731733798980713,-0.008687585592269897","0.19573873281478882,0.3255975842475891,-0.018529396504163742","0.20957504212856293,0.3126700222492218,-0.025040624663233757","0.15732520818710327,0.3915333151817322,-0.00184380984865129","0.15770766139030457,0.33372652530670166,-0.009377744980156422","0.17007994651794434,0.30939120054244995,-0.01742176152765751","0.18455623090267181,0.2980257570743561,-0.023073986172676086","0.14479899406433105,0.4011106491088867,-0.006047127302736044","0.14028233289718628,0.3428024351596832,-0.015784936025738716","0.1555105745792389,0.32445743680000305,-0.021091628819704056","0.1725507378578186,0.32090094685554504,-0.023594068363308907","0.1335282027721405,0.4200640320777893,-0.01105591468513012","0.13367944955825806,0.37874817848205566,-0.02012259140610695","0.14663144946098328,0.36306655406951904,-0.022378310561180115","0.16155290603637695,0.35991019010543823,-0.022593017667531967"
0.5,"0.1538427621126175,0.5446977615356445,2.769297680060845e-07","0.18110042810440063,0.5138199329376221,-0.011932817287743092","0.204667866230011,0.47162026166915894,-0.01758688874542713","0.2214459925889969,0.4339343011379242,-0.023258252069354057","0.23085597157478333,0.39829927682876587,-0.028471890836954117","0.1698927879333496,0.40192103385925293,-0.0005285994848236442","0.1816585212945938,0.3556661903858185,-0.010042139329016209","0.19309306144714355,0.33406713604927063,-0.019921215251088142","0.2049999237060547,0.32290932536125183,-0.02611093968153","0.15360990166664124,0.39454567432403564,-0.0007593480986543","0.15802672505378723,0.33679845929145813,-0.007955037988722324","0.16849952936172485,0.3061649203300476,-0.016135485842823982","0.18187345564365387,0.2906169891357422,-0.021778780966997147","0.13848334550857544,0.4009150266647339,-0.0035738719161599874","0.13612264394760132,0.34503093361854553,-0.012933091260492802","0.1474834680557251,0.3221419155597687,-0.019498402252793312","0.16306766867637634,0.3139924705028534,-0.02301747538149357","0.1240742951631546,0.4184182286262512,-0.007690522354096174","0.12114423513412476,0.3808366656303406,-0.01699359528720379","0.12995968759059906,0.3656585216522217,-0.020324932411313057","0.14304880797863007,0.363086074590683,-0.0212798360735178"
0.5,"0.14954331517219543,0.5446115732192993,2.876804785501008e-07","0.17661511898040771,0.5182656049728394,-0.014175969175994396","0.20127055048942566,0.4778425693511963,-0.0204129870980978","0.21728262305259705,0.44023239612579346,-0.02619428001344204","0.22486722469329834,0.40359336137771606,-0.03127307444810867","0.1688908189535141,0.4049872159957886,-0.002993962960317731","0.17992189526557922,0.35906028747558594,-0.013094931840896606","0.18980707228183746,0.33823803067207336,-0.023317910730838776","0.20013758540153503,0.32799309492111206,-0.02974279597401619","0.15141628682613373,0.39625313878059387,-0.002197325462475419","0.15638916194438934,0.34127524495124817,-0.010412576608359814","0.1661015748977661,0.31061357259750366,-0.019596118479967117","0.1787526160478592,0.2954943776130676,-0.026083743199706078","0.13459938764572144,0.4012671709060669,-0.004118435084819794","0.13287541270256042,0.3469393849372864,-0.014488463290035725","0.14270935952663422,0.32620739936828613,-0.022399337962269783","0.157110795378685,0.32076752185821533,-0.026900509372353554","0.11841031908988953,0.4170885384082794,-0.007429400458931923","0.11703348159790039,0.3806786835193634,-0.017766281962394714","0.12418423593044281,0.36561936140060425,-0.022452563047409058","0.1355053186416626,0.36229178309440613,-0.02449113316833973"
0.5,"0.1451045125722885,0.5465748310089111,2.614932270716963e-07","0.17171324789524078,0.5163171291351318,-0.01231312844902277","0.19548921287059784,0.4767642021179199,-0.016894487664103508","0.211113840341568,0.43866637349128723,-0.021205397322773933","0.21493571996688843,0.4038584232330322,-0.025146301835775375","0.16463181376457214,0.4066237211227417,-0.0008340528002008796","0.17457014322280884,0.36439570784568787,-0.009037429466843605","0.1823520064353943,0.34234631061553955,-0.018224023282527924","0.19000916182994843,0.3245541453361511,-0.024480942636728287","0.1467551589012146,0.3991391956806183,-0.0005101474234834313","0.15193700790405273,0.3478394150733948,-0.00630516791716218","0.1578822135925293,0.3186652362346649,-0.01417703740298748","0.1660606861114502,0.29755693674087524,-0.020363083109259605","0.12932279706001282,0.40495213866233826,-0.0026549240574240685","0.12757807970046997,0.35509610176086426,-0.010430040769279003","0.13248740136623383,0.33413010835647583,-0.016727691516280174","0.14180651307106018,0.32300686836242676,-0.0208969134837389","0.11200638115406036,0.4222758114337921,-0.006193018984049559","0.10730057954788208,0.38947179913520813,-0.01393097173422575","0.1125945895910263,0.37661173939704895,-0.016938619315624237","0.12267905473709106,0.37247735261917114,-0.018320618197321892"
0.5,"0.14236928522586823,0.546072244644165,2.8467187007663597e-07","0.16910429298877716,0.5164905786514282,-0.013808388262987137","0.19037562608718872,0.4735429286956787,-0.018307723104953766","0.2037080079317093,0.43215614557266235,-0.021978221833705902","0.20327502489089966,0.3980887532234192,-0.025108179077506065","0.15829870104789734,0.4060574173927307,-0.003016724484041333","0.1661025732755661,0.36443719267845154,-0.010476196184754372","0.1714562624692917,0.3424952030181885,-0.018641697242856026","0.17582476139068604,0.32382288575172424,-0.024174764752388","0.13881546258926392,0.3987794518470764,-0.0017572143115103245","0.1428775191307068,0.34654179215431213,-0.0071827108040452","0.14742542803287506,0.3162916600704193,-0.0139378746971488","0.15321999788284302,0.29402080178260803,-0.01907179318368435","0.12039892375469208,0.4060875177383423,-0.002959590870887041","0.11603027582168579,0.3556406497955322,-0.010621936991810799","0.12073551118373871,0.33631229400634766,-0.01643163152039051","0.1294393241405487,0.3277627229690552,-0.019860949367284775","0.10309586673974991,0.4249834716320038,-0.005634252913296223","0.09819844365119934,0.38813236355781555,-0.013067914173007011","0.10369879007339478,0.37551066279411316,-0.015730800107121468","0.11366460472345352,0.3748072385787964,-0.01669362373650074"
0.5,"0.14038105309009552,0.5471831560134888,2.3450537867120147e-07","0.16526052355766296,0.5139965415000916,-0.010217050090432167","0.18199050426483154,0.4658783972263336,-0.012830971740186214","0.19057802855968475,0.42241188883781433,-0.015035922639071941","0.18786370754241943,0.39109501242637634,-0.016812311485409737","0.15517272055149078,0.404859334230423,-0.0014203133760020137","0.16101743280887604,0.3611402213573456,-0.0077235023491084576","0.1632758378982544,0.3401486277580261,-0.014464701525866985","0.16402380168437958,0.32363760471343994,-0.01870528794825077","0.13450098037719727,0.4007502794265747,-0.0014119930565357208","0.13433371484279633,0.3459911346435547,-0.0050040907226502895","0.13669340312480927,0.3156340718269348,-0.00979685503989458","0.1397128850221634,0.2933381199836731,-0.013148251920938492","0.11610612273216248,0.4121769070625305,-0.0034524891525506973","0.10537813603878021,0.3671208620071411,-0.0086194584146142","0.10630962252616882,0.34290561079978943,-0.013063927181065083","0.11158619076013565,0.3264787197113037,-0.015841558575630188","0.10033634305000305,0.4354754090309143,-0.006715697702020407","0.08894982188940048,0.40240398049354553,-0.011503004468977451","0.09058448672294617,0.3883660137653351,-0.01250835694372654","0.0979398787021637,0.3820417821407318,-0.012557568959891796"
0.5,"0.13521155714988708,0.5520268678665161,2.0785473964224366e-07","0.16027361154556274,0.5195658802986145,-0.012139031663537025","0.17623676359653473,0.47310876846313477,-0.01604924537241459","0.18184107542037964,0.42661628127098083,-0.019331956282258034","0.1785619705915451,0.39048659801483154,-0.022319206967949867","0.15017074346542358,0.40851372480392456,-0.0035261826124042273","0.1537841260433197,0.363460510969162,-0.01083636749535799","0.15378902852535248,0.3399730920791626,-0.018092554062604904","0.1522407978773117,0.31922438740730286,-0.022984623908996582","0.1297406405210495,0.40589389204978943,-0.0032206918112933636","0.1287282556295395,0.3512060344219208,-0.008189051412045956","0.12792278826236725,0.32011234760284424,-0.013683030381798744","0.12676241993904114,0.294732928276062,-0.017566073685884476","0.1117190271615982,0.4194081723690033,-0.00511524174362421","0.09935933351516724,0.3761328160762787,-0.011813400313258171","0.09731018543243408,0.35197997093200684,-0.01646340638399124","0.09895550459623337,0.33194512128829956,-0.01926378719508648","0.09636174142360687,0.44470635056495667,-0.008345874026417732","0.08321661502122879,0.4120442569255829,-0.014741520397365093","0.08298322558403015,0.398759126663208,-0.016194628551602364","0.08789598941802979,0.39041149616241455,-0.016453785821795464"
0.5,"0.13517244160175323,0.5518773198127747,1.8018172909251007e-07","0.15911738574504852,0.5169907808303833,-0.01087766233831644","0.17367547750473022,0.4672575891017914,-0.014360737055540085","0.17778994143009186,0.42326346039772034,-0.01744162105023861","0.17108352482318878,0.3910187780857086,-0.020336193963885307","0.14721624553203583,0.40758663415908813,-0.004726680926978588","0.14980314671993256,0.36227330565452576,-0.013169519603252411","0.14850765466690063,0.3400656282901764,-0.021016599610447884","0.14514082670211792,0.3226940333843231,-0.026040799915790558","0.1266956925392151,0.40610048174858093,-0.005328657105565071","0.12477248907089233,0.35187751054763794,-0.01096191443502903","0.12229499965906143,0.3213001489639282,-0.016806161031126976","0.1193646565079689,0.29725217819213867,-0.020967165008187294","0.10853098332881927,0.4200145900249481,-0.007959764450788498","0.09650194644927979,0.37722575664520264,-0.014933638274669647","0.09300211817026138,0.353442907333374,-0.019776364788413048","0.09295094758272171,0.3340616226196289,-0.02283407747745514","0.09293705224990845,0.445504754781723,-0.011800773441791534","0.0786270946264267,0.41468140482902527,-0.018390044569969177","0.07750183343887329,0.40166112780570984,-0.020052043721079826","0.08128586411476135,0.3930196762084961,-0.020573187619447708"
0.5,"0.13633812963962555,0.5513501167297363,1.6883194575711968e-07","0.15904118120670319,0.5161178708076477,-0.010286036878824234","0.17233510315418243,0.4643283188343048,-0.013653408735990524","0.17422287166118622,0.418414831161499,-0.016751402989029884","0.1608080267906189,0.3933582007884979,-0.019495990127325058","0.14738720655441284,0.40386345982551575,-0.002589627169072628","0.14842644333839417,0.35339125990867615,-0.011997740715742111","0.14310528337955475,0.3328704535961151,-0.020877862349152565","0.13464370369911194,0.3230886459350586,-0.025928765535354614","0.12715275585651398,0.40506741404533386,-0.003074387786909938","0.12458778917789459,0.3502625823020935,-0.008353312499821186","0.11965349316596985,0.3194276690483093,-0.014318617060780525","0.11325162649154663,0.29780447483062744,-0.018338212743401527","0.10942907631397247,0.4218166470527649,-0.005786625202745199","0.09697951376438141,0.38197532296180725,-0.011135945096611977","0.09024447202682495,0.35609960556030273,-0.015619654208421707","0.08581831306219101,0.33465564250946045,-0.018770959228277206","0.09440471231937408,0.4497857689857483,-0.009823206812143326","0.08136355876922607,0.42519620060920715,-0.014580745249986649","0.07654806971549988,0.4097249507904053,-0.015809280797839165","0.0749896839261055,0.3956758975982666,-0.016344595700502396"
0.5,"0.13827872276306152,0.5562583804130554,1.6161200733222358e-07","0.16087806224822998,0.520007848739624,-0.010236608795821667","0.17401276528835297,0.46844083070755005,-0.013326751068234444","0.1761680543422699,0.4215952455997467,-0.01619303598999977","0.1642966866493225,0.3940982520580292,-0.018676303327083588","0.14986903965473175,0.4056934714317322,-0.0012617717729881406","0.15141592919826508,0.35445642471313477,-0.009831446222960949","0.14592081308364868,0.33210626244544983,-0.018403278663754463","0.1373756378889084,0.31995296478271484,-0.02349121868610382","0.1302371323108673,0.407335489988327,-0.00163526542019099","0.12762942910194397,0.3517008423805237,-0.00675288587808609","0.12216981500387192,0.3208683133125305,-0.012932715006172657","0.11497900635004044,0.299704372882843,-0.016954408958554268","0.1128496378660202,0.42418694496154785,-0.004203047603368759","0.10005488991737366,0.384176641702652,-0.009317880496382713","0.09235254675149918,0.358890563249588,-0.013758187182247639","0.08692304790019989,0.3375976085662842,-0.01673191972076893","0.09774177521467209,0.4520942270755768,-0.008135247975587845","0.08432933688163757,0.42723503708839417,-0.012814536690711975","0.07879123836755753,0.41130682826042175,-0.014125973917543888","0.07662249356508255,0.395950585603714,-0.01456558145582676"
0.5,"0.14035676419734955,0.5557760000228882,1.685940418383325e-07","0.16382943093776703,0.5200856924057007,-0.011617845855653286","0.17753541469573975,0.469150573015213,-0.015529414638876915","0.18014094233512878,0.4222772419452667,-0.01911739446222782","0.16912856698036194,0.3923346996307373,-0.022212542593479156","0.15344272553920746,0.40481099486351013,-0.0022501712664961815","0.15471410751342773,0.3547183871269226,-0.011705058626830578","0.15070965886116028,0.33350199460983276,-0.02083912491798401","0.14414769411087036,0.32232028245925903,-0.02621179260313511","0.13278888165950775,0.40590837597846985,-0.002321692416444421","0.1295967698097229,0.3521638512611389,-0.007850266993045807","0.1250220090150833,0.321431964635849,-0.01425751019269228","0.11923357844352722,0.29965606331825256,-0.0187172032892704","0.1146249920129776,0.422738641500473,-0.004879440180957317","0.10198754817247391,0.3822465240955353,-0.010734175331890583","0.0955304503440857,0.3567168414592743,-0.015657685697078705","0.09144851565361023,0.33465635776519775,-0.01908368431031704","0.09897369146347046,0.4506918489933014,-0.008902644738554955","0.0863465815782547,0.4244559705257416,-0.014230997301638126","0.08114945888519287,0.4089359641075134,-0.016004161909222603","0.07912471890449524,0.39412248134613037,-0.016890455037355423"
0.5,"0.14147411286830902,0.5546967387199402,1.6871878472102253e-07","0.16567689180374146,0.5183374881744385,-0.010946802794933319","0.1807052344083786,0.4646404981613159,-0.014043282717466354","0.18302275240421295,0.4183180630207062,-0.01683151349425316","0.1712975800037384,0.3925713002681732,-0.01922372169792652","0.15399153530597687,0.40368279814720154,-0.002549719763919711","0.15561391413211823,0.3532536029815674,-0.011826927773654461","0.15197208523750305,0.3321080803871155,-0.02065078727900982","0.14599783718585968,0.32088616490364075,-0.025893403217196465","0.1333472728729248,0.40511560440063477,-0.0028918120078742504","0.1303848922252655,0.35099565982818604,-0.008568900637328625","0.12637272477149963,0.3200276792049408,-0.015129005536437035","0.12143027782440186,0.2986851930618286,-0.019659115001559258","0.11544058471918106,0.4220917522907257,-0.005536725278943777","0.10349700599908829,0.3821013271808624,-0.01138678565621376","0.09732750803232193,0.35653358697891235,-0.016664588823914528","0.09349236637353897,0.3349939286708832,-0.02039732225239277","0.1002732589840889,0.45064908266067505,-0.009565000422298908","0.08932957053184509,0.42672109603881836,-0.01488028559833765","0.08382875472307205,0.41131386160850525,-0.01700475625693798","0.08081136643886566,0.39624208211898804,-0.018217144533991814"
0.5,"0.14243534207344055,0.5472856760025024,2.274196191365263e-07","0.16778883337974548,0.5076221227645874,-0.01121700368821621","0.1835150569677353,0.4566989243030548,-0.014325452037155628","0.18858908116817474,0.4124608635902405,-0.016907017678022385","0.1840335577726364,0.3810519874095917,-0.01930922269821167","0.15025699138641357,0.40225833654403687,-0.0037002218887209892","0.1527668982744217,0.35816293954849243,-0.010924180038273335","0.1537337452173233,0.3337712585926056,-0.018170379102230072","0.15383604168891907,0.3104178309440613,-0.023223605006933212","0.1300370842218399,0.40174734592437744,-0.003895601723343134","0.12670333683490753,0.34796565771102905,-0.009147546254098415","0.1263817995786667,0.31617996096611023,-0.014851868152618408","0.12709465622901917,0.28855085372924805,-0.018921833485364914","0.1130126342177391,0.4157795011997223,-0.006143440026789904","0.0998460054397583,0.3730718493461609,-0.013091831468045712","0.09759922325611115,0.3479835093021393,-0.01819964498281479","0.09981812536716461,0.32581770420074463,-0.02138449065387249","0.0986827164888382,0.44134455919265747,-0.009635062888264656","0.08582161366939545,0.4115891456604004,-0.01622588187456131","0.08468453586101532,0.39750051498413086,-0.018109627068042755","0.08847406506538391,0.38594070076942444,-0.01884140819311142"
0.5,"0.14211790263652802,0.53012615442276,2.942639696357219e-07","0.1650288999080658,0.4888627529144287,-0.010674024000763893","0.17887821793556213,0.43832990527153015,-0.01380019262433052","0.18499919772148132,0.3925328254699707,-0.01679866760969162","0.18027326464653015,0.3556320071220398,-0.019721219316124916","0.14106205105781555,0.3889842629432678,1.6328017409250606e-06","0.14295418560504913,0.34136587381362915,-0.006704799830913544","0.1463729292154312,0.314026415348053,-0.014079105108976364","0.15019845962524414,0.28872889280319214,-0.019052019342780113","0.12266737222671509,0.390457421541214,-0.0002492288185749203","0.1180129423737526,0.33674660325050354,-0.004789478145539761","0.11851596087217331,0.30296608805656433,-0.010760580189526081","0.12179503589868546,0.2725231349468231,-0.015272161923348904","0.10769261419773102,0.4031168222427368,-0.0027854128275066614","0.09578165411949158,0.359965443611145,-0.008492986671626568","0.09599629789590836,0.33406051993370056,-0.013237240724265575","0.10127922892570496,0.3118606209754944,-0.016458338126540184","0.09520545601844788,0.4266831576824188,-0.0067492579109966755","0.08301445841789246,0.39686039090156555,-0.012162324041128159","0.08583244681358337,0.37903228402137756,-0.01394694484770298","0.09475363790988922,0.3652529716491699,-0.014835527166724205"
