gesture,[0],[1],[2],[3],[4],[5],[6],[7],[8],[9],[10],[11],[12],[13],[14],[15],[16],[17],[18],[19],[20]
0.5,"0.3271028995513916,0.3865435719490051,1.1605261107661136e-07","0.3426830470561981,0.36776605248451233,-0.006777261383831501","0.3564339578151703,0.34675300121307373,-0.010409186594188213","0.36247843503952026,0.3272287845611572,-0.014182395301759243","0.35871008038520813,0.31327664852142334,-0.017587320879101753","0.3376747965812683,0.3031558394432068,-0.002737089991569519","0.34073007106781006,0.2767758369445801,-0.0092981131747365","0.3424670994281769,0.26674047112464905,-0.014711878262460232","0.34343236684799194,0.2642703056335449,-0.01739189401268959","0.32475441694259644,0.29995083808898926,-0.0028187676798552275","0.32352301478385925,0.27092719078063965,-0.007056049536913633","0.32478728890419006,0.2564254403114319,-0.010299434885382652","0.32719987630844116,0.2520267963409424,-0.012216821312904358","0.31364351511001587,0.3059981167316437,-0.00441566901281476","0.3057991862297058,0.2794910967350006,-0.009281512349843979","0.30599966645240784,0.26779666543006897,-0.01252304669469595","0.3100605309009552,0.2635599970817566,-0.014066105708479881","0.3031983971595764,0.31988072395324707,-0.0066944085992872715","0.2929743230342865,0.30243128538131714,-0.011142389848828316","0.2929503619670868,0.2957180142402649,-0.012727281078696251","0.29797205328941345,0.29612988233566284,-0.012971878051757812"
0.5,"0.33319172263145447,0.3816640079021454,1.107408706957358e-07","0.34958502650260925,0.3683070242404938,-0.007609841879457235","0.36411213874816895,0.35142070055007935,-0.011688749305903912","0.37199699878692627,0.3330991864204407,-0.01585986465215683","0.3698395788669586,0.3184308409690857,-0.019692089408636093","0.34941571950912476,0.3009072244167328,-0.0033712489530444145","0.35359102487564087,0.27463555335998535,-0.009897088631987572","0.3552853465080261,0.2654550075531006,-0.015474453568458557","0.35577988624572754,0.26314669847488403,-0.018473634496331215","0.3363490402698517,0.29546648263931274,-0.0031742434948682785","0.33664050698280334,0.2663913369178772,-0.007323393598198891","0.33783167600631714,0.2533520758152008,-0.010809010826051235","0.33963078260421753,0.24926263093948364,-0.013105419464409351","0.3246433138847351,0.29995736479759216,-0.0045329206623137","0.31829798221588135,0.272933691740036,-0.009275935590267181","0.31843361258506775,0.2622072100639343,-0.012511905282735825","0.32189708948135376,0.2586614787578583,-0.014255005866289139","0.3132959306240082,0.3122852146625519,-0.006689308676868677","0.3044453263282776,0.2932363450527191,-0.011144747957587242","0.3040555417537689,0.28708627820014954,-0.01274972315877676","0.3080596327781677,0.2882627248764038,-0.013145913369953632"
0.5,"0.3421180844306946,0.38023650646209717,1.0232310643232267e-07","0.35963547229766846,0.3709927201271057,-0.007350629195570946","0.37475454807281494,0.35748714208602905,-0.011503136716783047","0.38318735361099243,0.3433365821838379,-0.015804650261998177","0.3828142285346985,0.32975485920906067,-0.01961272582411766","0.3639984726905823,0.30301621556282043,-0.0034878866281360388","0.3705119788646698,0.2776459753513336,-0.010872974991798401","0.37305957078933716,0.2693878710269928,-0.016772162169218063","0.3735887110233307,0.2705220878124237,-0.019492419436573982","0.3517322838306427,0.29426148533821106,-0.0033897790126502514","0.3544313907623291,0.2652757167816162,-0.008125525899231434","0.356271892786026,0.2527332603931427,-0.01142885722219944","0.35792630910873413,0.2516481280326843,-0.013076790608465672","0.3399415910243988,0.29579904675483704,-0.00487479055300355","0.3360373377799988,0.26788920164108276,-0.009758383966982365","0.33695101737976074,0.2574021816253662,-0.012555236928164959","0.3405221700668335,0.25556716322898865,-0.013634353876113892","0.3276721239089966,0.3059220016002655,-0.007142324931919575","0.32014894485473633,0.2873712480068207,-0.011534076184034348","0.32013341784477234,0.2813540995121002,-0.012808665633201599","0.3240267336368561,0.283581405878067,-0.012646454386413097"
0.5,"0.3473464548587799,0.37962982058525085,1.1262358157182462e-07","0.36468014121055603,0.373160719871521,-0.00729835219681263","0.3805580139160156,0.3634936809539795,-0.011150793172419071","0.3908573091030121,0.35147300362586975,-0.015098369680345058","0.39070194959640503,0.3377799093723297,-0.018748320639133453","0.37229642271995544,0.3092675805091858,-0.0034733484499156475","0.3802942633628845,0.286887526512146,-0.00929504819214344","0.3832736611366272,0.27778735756874084,-0.014236954972147942","0.3845697045326233,0.27350863814353943,-0.017028041183948517","0.36104831099510193,0.29897764325141907,-0.0034342689905315638","0.36579766869544983,0.27168068289756775,-0.00730367423966527","0.36818382143974304,0.2586154639720917,-0.010675383731722832","0.3703976273536682,0.2540436387062073,-0.01294984295964241","0.3492589592933655,0.29847705364227295,-0.004833927843719721","0.34700846672058105,0.27104225754737854,-0.009461162611842155","0.3479609191417694,0.2597638666629791,-0.013190682046115398","0.35166794061660767,0.2563357949256897,-0.015374913811683655","0.3367460370063782,0.3054930865764618,-0.006982048042118549","0.33049437403678894,0.2862781584262848,-0.01170870941132307","0.32958176732063293,0.27917322516441345,-0.014017606154084206","0.3321583867073059,0.27973365783691406,-0.014996690675616264"
0.5,"0.35188761353492737,0.38170841336250305,1.0672039962855706e-07","0.3692234754562378,0.3779124915599823,-0.007469251286238432","0.3859197497367859,0.37040671706199646,-0.01177566684782505","0.3969445526599884,0.3603045344352722,-0.016144799068570137","0.39809367060661316,0.346741259098053,-0.02018539421260357","0.3805740773677826,0.3137569725513458,-0.0047223614528775215","0.3899421691894531,0.29032444953918457,-0.011609687469899654","0.3930366635322571,0.28279948234558105,-0.017242521047592163","0.39361572265625,0.28232306241989136,-0.020159278064966202","0.3697250485420227,0.30236345529556274,-0.004725869745016098","0.37566593289375305,0.27485695481300354,-0.009187738411128521","0.37867140769958496,0.2629829943180084,-0.013236061669886112","0.3807280361652374,0.2610704302787781,-0.01597498171031475","0.3580562174320221,0.30076664686203003,-0.006122845225036144","0.3568330407142639,0.2735903859138489,-0.010839251801371574","0.35819724202156067,0.2625349760055542,-0.01498586218804121","0.3617698848247528,0.26060596108436584,-0.017570577561855316","0.3452492952346802,0.3067721724510193,-0.008263086900115013","0.3399922847747803,0.2861940860748291,-0.012836304493248463","0.33952128887176514,0.27855390310287476,-0.015285206027328968","0.34216269850730896,0.27935391664505005,-0.016454065218567848"
0.5,"0.35671550035476685,0.38312792778015137,1.1213268180654268e-07","0.3737162947654724,0.38240042328834534,-0.008051339536905289","0.3904271125793457,0.3776470124721527,-0.012680764310061932","0.40230682492256165,0.3697519898414612,-0.017267437651753426","0.4045988619327545,0.3569289445877075,-0.021560009568929672","0.38789263367652893,0.320349782705307,-0.005786082241684198","0.39853906631469727,0.2987293303012848,-0.013040509074926376","0.40247198939323425,0.2914046049118042,-0.018791809678077698","0.4034053385257721,0.2909717261791229,-0.02172192931175232","0.37759822607040405,0.3072153925895691,-0.0056099118664860725","0.38481441140174866,0.279746413230896,-0.010544393211603165","0.3885402977466583,0.2690117061138153,-0.01458130031824112","0.39040982723236084,0.2691054046154022,-0.01713373139500618","0.36606448888778687,0.3039357662200928,-0.006837517488747835","0.3661591410636902,0.275718092918396,-0.011932091787457466","0.36821115016937256,0.2655183672904968,-0.01601523533463478","0.37174761295318604,0.26540234684944153,-0.018390735611319542","0.3530426621437073,0.3081590533256531,-0.008840436115860939","0.3488558828830719,0.2862408757209778,-0.013795933686196804","0.34895068407058716,0.27906063199043274,-0.01631235145032406","0.35158830881118774,0.28137537837028503,-0.017389830201864243"
0.5,"0.3606366813182831,0.38663554191589355,1.1771555818995694e-07","0.3782573640346527,0.3875405490398407,-0.008080282248556614","0.3949985206127167,0.38536351919174194,-0.01247709896415472","0.4072718024253845,0.3794073760509491,-0.016843276098370552","0.41074272990226746,0.3672914505004883,-0.020879562944173813","0.39455389976501465,0.32718536257743835,-0.004586006980389357","0.4062265157699585,0.30773839354515076,-0.011410152539610863","0.4108278155326843,0.3010393977165222,-0.01695413328707218","0.4120658040046692,0.3013700842857361,-0.019753044471144676","0.3849849998950958,0.3128555417060852,-0.004153507295995951","0.39310622215270996,0.2866237759590149,-0.008886718191206455","0.39766383171081543,0.2765038311481476,-0.012762239202857018","0.3996533453464508,0.27864596247673035,-0.015092210844159126","0.37378719449043274,0.30827057361602783,-0.005223128944635391","0.37454575300216675,0.27982473373413086,-0.0102092819288373","0.37749189138412476,0.270064115524292,-0.014307895675301552","0.3815670907497406,0.27204856276512146,-0.01657150126993656","0.36053672432899475,0.31069129705429077,-0.007083824835717678","0.35666224360466003,0.28835710883140564,-0.012072687968611717","0.35734647512435913,0.28160011768341064,-0.014718541875481606","0.3604939877986908,0.28600379824638367,-0.015778500586748123"
0.5,"0.36456266045570374,0.39261242747306824,1.0853338494598574e-07","0.38199466466903687,0.39492201805114746,-0.008110053837299347","0.3992055356502533,0.39397600293159485,-0.012485139071941376","0.4116955101490021,0.39002007246017456,-0.01674681529402733","0.4160061180591583,0.37887483835220337,-0.020793911069631577","0.40013307332992554,0.33527398109436035,-0.005571582820266485","0.41188952326774597,0.31751561164855957,-0.012224565260112286","0.41709014773368835,0.3118290305137634,-0.0176802147179842","0.4194260835647583,0.3114785850048065,-0.020710216835141182","0.39080312848091125,0.32064488530158997,-0.005305170547217131","0.39884406328201294,0.2958887219429016,-0.010079862549901009","0.40399762988090515,0.2863495647907257,-0.014114031568169594","0.40692463517189026,0.2867673635482788,-0.016881858929991722","0.3796498477458954,0.3154489994049072,-0.006452226545661688","0.381386935710907,0.28738605976104736,-0.011837721802294254","0.38482633233070374,0.2779208719730377,-0.01633032225072384","0.38912689685821533,0.2786853313446045,-0.01908876933157444","0.36670276522636414,0.31702661514282227,-0.008348802104592323","0.3638661801815033,0.2943437099456787,-0.01382404938340187","0.3648298382759094,0.2881321310997009,-0.016828196123242378","0.3676876425743103,0.29200947284698486,-0.01833232119679451"
0.5,"0.3691379129886627,0.39911797642707825,1.2029599361085275e-07","0.38680267333984375,0.40345537662506104,-0.008393197320401669","0.40352675318717957,0.4043704867362976,-0.013230758719146252","0.41614097356796265,0.40238863229751587,-0.017938634380698204","0.4226776957511902,0.393502414226532,-0.022504348307847977","0.4055469334125519,0.346107542514801,-0.0066156331449747086","0.4177808165550232,0.3292873799800873,-0.013768243603408337","0.42377912998199463,0.323827862739563,-0.01935146562755108","0.4271872341632843,0.3244994878768921,-0.022430310025811195","0.39689555764198303,0.3306640088558197,-0.006381431128829718","0.40615054965019226,0.3056519627571106,-0.011735924519598484","0.41214028000831604,0.29671505093574524,-0.015805814415216446","0.4157625138759613,0.29883888363838196,-0.018514933064579964","0.3860548734664917,0.3247957229614258,-0.007562782149761915","0.3888418972492218,0.2957807183265686,-0.013618795201182365","0.39283287525177,0.28738492727279663,-0.018237825483083725","0.3973894715309143,0.2906147241592407,-0.020931974053382874","0.3731056749820709,0.32567358016967773,-0.009476889856159687","0.37088942527770996,0.3015963137149811,-0.01566740684211254","0.3720865547657013,0.29688239097595215,-0.01888796128332615","0.37477612495422363,0.3036053478717804,-0.020409341901540756"
0.5,"0.3711680769920349,0.40236684679985046,1.2203409482935967e-07","0.3889499604701996,0.4080209732055664,-0.008474939502775669","0.4065651297569275,0.4098925292491913,-0.01288224570453167","0.41876885294914246,0.40792542695999146,-0.017121028155088425","0.4253022074699402,0.3975513279438019,-0.021147841587662697","0.40892308950424194,0.3482937812805176,-0.005437102634459734","0.4207363426685333,0.3313711881637573,-0.012144775129854679","0.42620813846588135,0.3269443213939667,-0.017747027799487114","0.42902886867523193,0.3295733630657196,-0.0208273995667696","0.3998815715312958,0.333325058221817,-0.005269855260848999","0.40921157598495483,0.3081274926662445,-0.010293301194906235","0.41471466422080994,0.29937678575515747,-0.014909347519278526","0.41726237535476685,0.3025679290294647,-0.018008705228567123","0.38864853978157043,0.3272504210472107,-0.006566666532307863","0.39176255464553833,0.29876768589019775,-0.01246256660670042","0.3954331576824188,0.29049062728881836,-0.017550593242049217","0.3991524279117584,0.29436349868774414,-0.020627222955226898","0.375466912984848,0.32776951789855957,-0.00861283764243126","0.3730430006980896,0.3041074275970459,-0.01479872316122055","0.3743601441383362,0.30027371644973755,-0.01827964559197426","0.37726396322250366,0.30714672803878784,-0.020034819841384888"
0.5,"0.37131622433662415,0.40305742621421814,1.2532345294857805e-07","0.38937899470329285,0.40857768058776855,-0.0089503712952137","0.4068114757537842,0.4099943935871124,-0.013902594335377216","0.41942036151885986,0.4085227847099304,-0.018669351935386658","0.4257982075214386,0.3988678455352783,-0.023266781121492386","0.40823569893836975,0.3499220013618469,-0.006713215261697769","0.42075538635253906,0.3329806625843048,-0.014280836097896099","0.42654702067375183,0.32870805263519287,-0.02025621198117733","0.42966434359550476,0.3323585093021393,-0.023452281951904297","0.3992978036403656,0.334451287984848,-0.006419296842068434","0.40946653485298157,0.30891039967536926,-0.012459822930395603","0.4153203070163727,0.3004751205444336,-0.01703263632953167","0.418055921792984,0.30529528856277466,-0.01975400559604168","0.38829317688941956,0.32856985926628113,-0.007603394333273172","0.39221006631851196,0.29882970452308655,-0.014169018715620041","0.39634940028190613,0.29162168502807617,-0.018825959414243698","0.40052077174186707,0.2975000739097595,-0.021282469853758812","0.3755357265472412,0.3300132155418396,-0.009569598361849785","0.37377938628196716,0.3062361776828766,-0.016213038936257362","0.37502920627593994,0.3023049831390381,-0.01951313391327858","0.3775717318058014,0.30999621748924255,-0.020874567329883575"
0.5,"0.37192302942276,0.40241891145706177,1.1869036598000093e-07","0.39021241664886475,0.40849539637565613,-0.009056991897523403","0.40801697969436646,0.4098975956439972,-0.01396288350224495","0.42041391134262085,0.4070972800254822,-0.018533045426011086","0.426164835691452,0.3967992067337036,-0.02295519970357418","0.40796276926994324,0.3510934114456177,-0.007726546376943588","0.4203353226184845,0.33369362354278564,-0.015649719163775444","0.42585688829421997,0.3285539448261261,-0.021706964820623398","0.42841407656669617,0.3315969407558441,-0.024819521233439445","0.3988807201385498,0.335358202457428,-0.0072245229966938496","0.4089110195636749,0.3097917139530182,-0.01347690261900425","0.41481223702430725,0.30127963423728943,-0.01788639836013317","0.4176802933216095,0.3054940104484558,-0.02047152630984783","0.38800299167633057,0.3291872441768646,-0.008159797638654709","0.39147457480430603,0.29963356256484985,-0.014733918942511082","0.39566248655319214,0.29254889488220215,-0.019323520362377167","0.39990609884262085,0.29819080233573914,-0.021774766966700554","0.37542808055877686,0.3302099108695984,-0.00987291056662798","0.3735135793685913,0.3066557049751282,-0.01626678556203842","0.37456855177879333,0.30314117670059204,-0.01942761428654194","0.37686485052108765,0.31108319759368896,-0.02078159525990486"
0.5,"0.3700205087661743,0.400043249130249,1.3065340453977115e-07","0.38779598474502563,0.4042549729347229,-0.008725941181182861","0.4059019684791565,0.4050484001636505,-0.012860830873250961","0.4180007874965668,0.40191102027893066,-0.016757648438215256","0.42252117395401,0.390235036611557,-0.020319178700447083","0.406118780374527,0.3451261818408966,-0.005239694844931364","0.4182296693325043,0.32731208205223083,-0.012256202287971973","0.423732727766037,0.3220923840999603,-0.017804164439439774","0.4263169467449188,0.3250671625137329,-0.020493322983384132","0.396638423204422,0.3301087021827698,-0.004742546938359737","0.40651267766952515,0.3036425709724426,-0.010080837644636631","0.41187921166419983,0.2945808172225952,-0.013979030773043633","0.414028137922287,0.2992033064365387,-0.01603635959327221","0.3852851986885071,0.32482466101646423,-0.005841735750436783","0.38803407549858093,0.2960350811481476,-0.011574693024158478","0.39197951555252075,0.2872825562953949,-0.015658292919397354","0.39606955647468567,0.2916146516799927,-0.017651110887527466","0.372121125459671,0.3263356685638428,-0.007820910774171352","0.37006306648254395,0.3030897378921509,-0.013515573926270008","0.3712924122810364,0.29747793078422546,-0.01641695760190487","0.3740819990634918,0.3035706877708435,-0.01749863475561142"
0.5,"0.3681010901927948,0.39698129892349243,1.2418873041042389e-07","0.3861315846443176,0.4004760980606079,-0.007905812934041023","0.40371665358543396,0.39927607774734497,-0.011353719048202038","0.41581296920776367,0.3946560323238373,-0.01471287664026022","0.42021337151527405,0.38310426473617554,-0.0177861787378788","0.40328043699264526,0.3397441506385803,-0.003627731930464506","0.4147642254829407,0.32295042276382446,-0.009533870965242386","0.4201240539550781,0.31715628504753113,-0.014467776753008366","0.4230928122997284,0.3175230026245117,-0.017025187611579895","0.3938916325569153,0.3251447081565857,-0.0032943561673164368","0.40292060375213623,0.29945483803749084,-0.007704793009907007","0.4080258905887604,0.2898976802825928,-0.011074806563556194","0.4104594588279724,0.29234880208969116,-0.012910552322864532","0.3826883137226105,0.32011353969573975,-0.004477568902075291","0.3847801685333252,0.2914697825908661,-0.0096036521717906","0.3883756101131439,0.2826858162879944,-0.013132098130881786","0.3924257755279541,0.2859785258769989,-0.014792638830840588","0.3697874844074249,0.32202309370040894,-0.006499640177935362","0.3671502470970154,0.29911184310913086,-0.011676858179271221","0.3683437705039978,0.29356738924980164,-0.014078235253691673","0.37113839387893677,0.2994966506958008,-0.014829767867922783"
0.5,"0.36311909556388855,0.3897952437400818,1.3473730575697118e-07","0.3817419111728668,0.39072683453559875,-0.008303359150886536","0.3999251127243042,0.3875962793827057,-0.011766876094043255","0.41199252009391785,0.3794231116771698,-0.014941037632524967","0.4145161211490631,0.36602675914764404,-0.01782207004725933","0.3964747190475464,0.328565388917923,-0.004460001364350319","0.40743863582611084,0.3091244399547577,-0.010251875035464764","0.4125075340270996,0.3016067445278168,-0.01520073227584362","0.4151822328567505,0.29910656809806824,-0.017972972244024277","0.386719286441803,0.31518110632896423,-0.0038833669386804104","0.39484095573425293,0.2884869873523712,-0.008284016512334347","0.3994009792804718,0.277834415435791,-0.01209559291601181","0.4018124043941498,0.2781754434108734,-0.014501413330435753","0.37570253014564514,0.311280757188797,-0.004756441805511713","0.3765316605567932,0.2826637625694275,-0.009741726331412792","0.37940070033073425,0.27249211072921753,-0.013999867253005505","0.3833928406238556,0.27337321639060974,-0.016533290967345238","0.36278441548347473,0.3143567144870758,-0.006467361468821764","0.3596688508987427,0.29336532950401306,-0.011524190194904804","0.35973748564720154,0.28594303131103516,-0.014487134292721748","0.3618529438972473,0.28815943002700806,-0.015987804159522057"
0.5,"0.36182907223701477,0.38711705803871155,1.282223252019321e-07","0.38057443499565125,0.38654136657714844,-0.007821259088814259","0.3987480103969574,0.3826780915260315,-0.011064164340496063","0.41042959690093994,0.37404191493988037,-0.014041896909475327","0.41145050525665283,0.3586740493774414,-0.016705133020877838","0.3934289515018463,0.3230413496494293,-0.0033705513924360275","0.40332770347595215,0.3031570017337799,-0.008641468361020088","0.4080028235912323,0.29552099108695984,-0.013481075875461102","0.4105588495731354,0.2927128076553345,-0.016238806769251823","0.38305070996284485,0.3104497790336609,-0.0029061520472168922","0.3906201422214508,0.2834435999393463,-0.006394131109118462","0.394713431596756,0.2721559405326843,-0.010004617273807526","0.3969952464103699,0.2707447409629822,-0.012567708268761635","0.3716753423213959,0.3072269558906555,-0.0038945639971643686","0.37215283513069153,0.2795901894569397,-0.008045321330428123","0.3745807409286499,0.2689276337623596,-0.012029341422021389","0.37839022278785706,0.2680988013744354,-0.014648284763097763","0.358914852142334,0.31083929538726807,-0.005727382376790047","0.355407178401947,0.2890324592590332,-0.009899718686938286","0.3559556007385254,0.28184962272644043,-0.012449662201106548","0.35922616720199585,0.2838369905948639,-0.013901796191930771"
0.5,"0.35554683208465576,0.3799435496330261,1.4152037408621254e-07","0.37526488304138184,0.37606942653656006,-0.007235471624881029","0.3925682008266449,0.3693365454673767,-0.00955936498939991","0.40449631214141846,0.3592735826969147,-0.011806091293692589","0.40603381395339966,0.3449563682079315,-0.013708008453249931","0.3847269117832184,0.31127846240997314,-0.0004946347326040268","0.39389944076538086,0.28943532705307007,-0.004476903006434441","0.397821307182312,0.28127604722976685,-0.008738754317164421","0.39984381198883057,0.27532899379730225,-0.01136883907020092","0.3739534914493561,0.3006836175918579,3.209161150152795e-05","0.37974026799201965,0.27418941259384155,-0.002551783574745059","0.3831201195716858,0.26124298572540283,-0.006075100973248482","0.3853805959224701,0.2558211088180542,-0.008686332032084465","0.3625980615615845,0.2991009056568146,-0.0009677952621132135","0.3609950542449951,0.2722143828868866,-0.004331489093601704","0.36245572566986084,0.2605821192264557,-0.008375177159905434","0.3658333122730255,0.2566099762916565,-0.011137821711599827","0.3498847186565399,0.3042639493942261,-0.0028254790231585503","0.3455694615840912,0.2861705720424652,-0.006336582358926535","0.3445855677127838,0.2781049907207489,-0.008741629309952259","0.346439391374588,0.27686238288879395,-0.01019175723195076"
0.5,"0.35559770464897156,0.381070077419281,1.3087804973110906e-07","0.37485969066619873,0.37547916173934937,-0.0066459085792303085","0.39235204458236694,0.3667293190956116,-0.0086998101323843","0.4034094214439392,0.35427144169807434,-0.010714227333664894","0.4033717215061188,0.3384965658187866,-0.012387216091156006","0.3828234076499939,0.3088776171207428,0.0006786381709389389","0.3910134732723236,0.2868664860725403,-0.0025747865438461304","0.394770085811615,0.27777042984962463,-0.006550838239490986","0.3973527252674103,0.27140623331069946,-0.00912812352180481","0.37163108587265015,0.29890212416648865,0.0010878397151827812","0.3768799901008606,0.27139320969581604,-0.000641317164991051","0.3799108862876892,0.2581576406955719,-0.003771999618038535","0.38224631547927856,0.25215062499046326,-0.006235937122255564","0.36016204953193665,0.29821842908859253,3.14134631480556e-05","0.358379602432251,0.27196037769317627,-0.002349700080230832","0.3599275052547455,0.26003721356391907,-0.005833598785102367","0.3637600243091583,0.2548738420009613,-0.008411776274442673","0.34791621565818787,0.30436933040618896,-0.0019005044596269727","0.3427194058895111,0.28496041893959045,-0.004413280636072159","0.34232622385025024,0.27661454677581787,-0.0062439171597361565","0.3454887270927429,0.2747313380241394,-0.007444784045219421"
0.5,"0.3531595468521118,0.37865760922431946,1.3551485267271346e-07","0.3723292946815491,0.3711370527744293,-0.006694300100207329","0.3899374008178711,0.36069583892822266,-0.008807625621557236","0.40132835507392883,0.3466464579105377,-0.010873924940824509","0.40086519718170166,0.3305836319923401,-0.01257107499986887","0.3787385821342468,0.3041365444660187,0.0007075846078805625","0.3865512013435364,0.28098008036613464,-0.0025508191902190447","0.38985034823417664,0.271023154258728,-0.006457126699388027","0.39178383350372314,0.2637924551963806,-0.00896067451685667","0.3673644959926605,0.295598566532135,0.0011480647372081876","0.37219586968421936,0.2674436569213867,-0.000599510152824223","0.37469297647476196,0.25353991985321045,-0.0036877437960356474","0.3765164911746979,0.24635836482048035,-0.006051179021596909","0.3558136224746704,0.29615113139152527,0.00011941295815631747","0.3535808026790619,0.2698918581008911,-0.0021490720100700855","0.35451406240463257,0.25738805532455444,-0.00541805662214756","0.3577686548233032,0.2504930794239044,-0.007858791388571262","0.34370264410972595,0.30357205867767334,-0.001792111899703741","0.33811306953430176,0.28553250432014465,-0.004144432954490185","0.33728745579719543,0.2765233814716339,-0.0058104838244616985","0.33998575806617737,0.27243077754974365,-0.006897476967424154"
0.5,"0.3513023257255554,0.3787911832332611,1.3739098392306914e-07","0.37068307399749756,0.3676900565624237,-0.007053532171994448","0.3874140977859497,0.3542006015777588,-0.009077616035938263","0.3978429138660431,0.3377097249031067,-0.010999318212270737","0.396315336227417,0.3215606212615967,-0.012652082368731499","0.37343549728393555,0.30061280727386475,0.00012675300240516663","0.380135715007782,0.27544641494750977,-0.003482892643660307","0.38293972611427307,0.26453617215156555,-0.007789106573909521","0.38420677185058594,0.2565690577030182,-0.010587939992547035","0.36140674352645874,0.2937237024307251,0.0006059409934096038","0.3649725019931793,0.2648838460445404,-0.0015058487188071012","0.36682164669036865,0.24979758262634277,-0.005250310525298119","0.3680950701236725,0.24191513657569885,-0.008212304674088955","0.34967246651649475,0.29614347219467163,-0.0003888745268341154","0.3465157747268677,0.26890572905540466,-0.003268140833824873","0.3470172584056854,0.2557346820831299,-0.007226790301501751","0.3499816656112671,0.24926131963729858,-0.010145635344088078","0.33771389722824097,0.30534812808036804,-0.0022557536140084267","0.33137190341949463,0.28575387597084045,-0.005343785509467125","0.3309338390827179,0.2769290804862976,-0.007493769749999046","0.334500253200531,0.27438560128211975,-0.008907385170459747"
0.5,"0.34964874386787415,0.3784567415714264,1.320258462556012e-07","0.36855757236480713,0.3645218014717102,-0.006711133755743504","0.3842981159687042,0.3486483693122864,-0.008627116680145264","0.39393749833106995,0.3296709358692169,-0.010563435032963753","0.39198625087738037,0.3126906156539917,-0.012363990768790245","0.3674347996711731,0.2999034523963928,0.00032336145523004234","0.3727191984653473,0.27343764901161194,-0.002947811968624592","0.37502676248550415,0.26119059324264526,-0.006954309064894915","0.37625452876091003,0.25108015537261963,-0.009749576449394226","0.35513338446617126,0.29503899812698364,0.0005523316795006394","0.3569336235523224,0.26565393805503845,-0.001570366439409554","0.3578132092952728,0.24963033199310303,-0.00522367050871253","0.3587523102760315,0.2392052412033081,-0.008196501061320305","0.3436863124370575,0.2989896535873413,-0.0006308727315627038","0.33893316984176636,0.2720212936401367,-0.0036104514729231596","0.3388097286224365,0.2583010494709015,-0.007315794471651316","0.34161072969436646,0.24975639581680298,-0.010100902989506721","0.33243972063064575,0.3093312680721283,-0.0026600260753184557","0.32477864623069763,0.290460467338562,-0.005803810432553291","0.32399284839630127,0.2816360294818878,-0.0077494909055531025","0.3275682330131531,0.27824467420578003,-0.009069640189409256"
0.5,"0.35125142335891724,0.38304442167282104,1.458376175378362e-07","0.36902081966400146,0.36464112997055054,-0.00608842121437192","0.3832215666770935,0.3451354503631592,-0.0072178621776402","0.39217060804367065,0.32413554191589355,-0.008432992734014988","0.3899369239807129,0.3062604069709778,-0.009454138576984406","0.3619995415210724,0.3008747100830078,0.002998286858201027","0.36604294180870056,0.2740603983402252,0.0011993346270173788","0.3682635426521301,0.2611056864261627,-0.002119697630405426","0.36973246932029724,0.24918708205223083,-0.004699117038398981","0.3496723771095276,0.2986600697040558,0.003217787714675069","0.35021984577178955,0.26879942417144775,0.0021233956795185804","0.3510498106479645,0.25200939178466797,-0.0013597536599263549","0.35212230682373047,0.239952951669693,-0.004343438893556595","0.3388517200946808,0.30470168590545654,0.0019741833675652742","0.33231547474861145,0.2790895104408264,-0.00032482444657944143","0.33199188113212585,0.2652047276496887,-0.004151869565248489","0.3348422944545746,0.25547775626182556,-0.00710209971293807","0.3288482129573822,0.3165093660354614,-0.00011138871195726097","0.3196796178817749,0.29806187748908997,-0.0026211747899651527","0.31890177726745605,0.28943967819213867,-0.004474079702049494","0.3232043385505676,0.2854500114917755,-0.005897948518395424"
0.5,"0.35509300231933594,0.38873183727264404,1.548530406125792e-07","0.3725200295448303,0.3669998049736023,-0.006004150491207838","0.384732723236084,0.34641456604003906,-0.006902335211634636","0.3920463025569916,0.3232220709323883,-0.008110801689326763","0.3902972638607025,0.30463629961013794,-0.009116534143686295","0.36049824953079224,0.30619382858276367,0.005403027404099703","0.3632683753967285,0.27936598658561707,0.003925112076103687","0.3649195432662964,0.2650435268878937,0.000632289913482964","0.36613205075263977,0.2525789439678192,-0.0019831822719424963","0.3480561375617981,0.3059108555316925,0.005514818709343672","0.3457557260990143,0.2759178578853607,0.004508680198341608","0.3460886776447296,0.25814148783683777,0.0008940139086917043","0.3478333353996277,0.24610795080661774,-0.002170771360397339","0.3375934660434723,0.31366872787475586,0.003964343573898077","0.32887136936187744,0.28837019205093384,0.0014160324353724718","0.32802706956863403,0.2734157145023346,-0.0027599369641393423","0.33123141527175903,0.26338714361190796,-0.005805634427815676","0.32836294174194336,0.3272225558757782,0.001544730388559401","0.3178340792655945,0.3094354569911957,-0.0014460320817306638","0.31690308451652527,0.3000930845737457,-0.003714610356837511","0.3217582702636719,0.29532361030578613,-0.005295545794069767"
