gesture,[0],[1],[2],[3],[4],[5],[6],[7],[8],[9],[10],[11],[12],[13],[14],[15],[16],[17],[18],[19],[20]
0.25,"0.21727782487869263,0.4887387752532959,-2.58326178226298e-08","0.24194243550300598,0.45024749636650085,-0.008635679259896278","0.25813207030296326,0.3966812789440155,-0.015905417501926422","0.2667641043663025,0.35821980237960815,-0.02439812943339348","0.26646530628204346,0.3246743977069855,-0.03196702525019646","0.22029249370098114,0.3376449942588806,-0.007620695047080517","0.21698981523513794,0.27576547861099243,-0.024674858897924423","0.233563631772995,0.28368109464645386,-0.03696557506918907","0.24212202429771423,0.31155651807785034,-0.04196682944893837","0.2036447376012802,0.3469046652317047,-0.010983411222696304","0.19022269546985626,0.2747465670108795,-0.02654080279171467","0.21093928813934326,0.28940099477767944,-0.036066822707653046","0.22249597311019897,0.3224654495716095,-0.03945116698741913","0.18906022608280182,0.36518394947052,-0.016052059829235077","0.17669259011745453,0.30490922927856445,-0.029892142862081528","0.19918587803840637,0.3167537748813629,-0.03319447115063667","0.21177668869495392,0.3437539041042328,-0.032066553831100464","0.1754508912563324,0.3915345072746277,-0.02183687314391136","0.17069435119628906,0.3458280563354492,-0.03173873946070671","0.18815071880817413,0.34395188093185425,-0.032118212431669235","0.2003115862607956,0.3576149046421051,-0.030083375051617622"
0.25,"0.21023336052894592,0.4923607409000397,-1.0452875898181446e-08","0.23853038251399994,0.4597150385379791,-0.012360875494778156","0.25920599699020386,0.4086182117462158,-0.0198847483843565","0.2696327567100525,0.3681958019733429,-0.028188085183501244","0.2655297815799713,0.33429425954818726,-0.03582789748907089","0.22688795626163483,0.3434618413448334,-0.009972942993044853","0.2250192016363144,0.28021150827407837,-0.027388865128159523","0.23598170280456543,0.28606438636779785,-0.040213752537965775","0.24198880791664124,0.31415030360221863,-0.04557586833834648","0.20655715465545654,0.34840312600135803,-0.011743203736841679","0.1972019374370575,0.274802029132843,-0.027951115742325783","0.2124280482530594,0.29093173146247864,-0.03921905905008316","0.2218860238790512,0.32549381256103516,-0.04394621402025223","0.18872563540935516,0.3628019094467163,-0.015509462915360928","0.17811328172683716,0.3009912669658661,-0.02898186445236206","0.19510315358638763,0.3137581944465637,-0.03488269820809364","0.2063862383365631,0.3439273536205292,-0.036049313843250275","0.17148227989673615,0.38541483879089355,-0.020389966666698456","0.1646922081708908,0.3407539129257202,-0.029842620715498924","0.17865432798862457,0.34238025546073914,-0.03210613504052162","0.19060461223125458,0.36112236976623535,-0.03182053193449974"
0.25,"0.20684687793254852,0.4980052709579468,1.1670140409592022e-08","0.23653554916381836,0.46812987327575684,-0.012898671440780163","0.258120596408844,0.41665875911712646,-0.019044360145926476","0.2688058316707611,0.37206006050109863,-0.025784363970160484","0.2609547972679138,0.3400772511959076,-0.03189486265182495","0.23151786625385284,0.3482557535171509,-0.008305107243359089","0.2331118881702423,0.2890726327896118,-0.02572900615632534","0.23625051975250244,0.28875356912612915,-0.0384431928396225","0.23774635791778564,0.3148941695690155,-0.04358474537730217","0.20865802466869354,0.3495533764362335,-0.009460215456783772","0.2014043927192688,0.27749741077423096,-0.025984549894928932","0.2099546194076538,0.289387583732605,-0.036134228110313416","0.2178744077682495,0.32473719120025635,-0.03940727934241295","0.18931728601455688,0.3623906075954437,-0.012945376336574554","0.18023619055747986,0.3009517192840576,-0.02710067667067051","0.1914338767528534,0.3125736713409424,-0.03236805275082588","0.2016984224319458,0.3438701033592224,-0.032457686960697174","0.17050199210643768,0.3843768239021301,-0.017706671729683876","0.16424903273582458,0.3416076898574829,-0.028213506564497948","0.17456302046775818,0.34347444772720337,-0.030838606879115105","0.18603959679603577,0.3634607791900635,-0.030093561857938766"
0.25,"0.2013753205537796,0.5008696913719177,4.004615306030246e-08","0.2319466918706894,0.4735971987247467,-0.01475732121616602","0.25411081314086914,0.42394763231277466,-0.02168937213718891","0.2618587613105774,0.38034021854400635,-0.02885967493057251","0.2539237439632416,0.34840190410614014,-0.03547675907611847","0.23251190781593323,0.3530004024505615,-0.008950994350016117","0.23601362109184265,0.3001266419887543,-0.02675471268594265","0.23710601031780243,0.29201483726501465,-0.039720065891742706","0.23854753375053406,0.311939537525177,-0.04511311277747154","0.20861703157424927,0.35012367367744446,-0.00940439198166132","0.20463767647743225,0.27826157212257385,-0.026675337925553322","0.20812901854515076,0.2872422933578491,-0.03697996214032173","0.21414121985435486,0.322197824716568,-0.03996025398373604","0.1884763538837433,0.3607158064842224,-0.012425185181200504","0.18092411756515503,0.3017123341560364,-0.027614815160632133","0.18732613325119019,0.3101692795753479,-0.03361603617668152","0.1967037320137024,0.34069111943244934,-0.03379953280091286","0.16919422149658203,0.3826107978820801,-0.016840767115354538","0.1617116630077362,0.3406583368778229,-0.02808336913585663","0.16910415887832642,0.3399941921234131,-0.031464528292417526","0.18021458387374878,0.35848554968833923,-0.031079553067684174"
0.25,"0.19461752474308014,0.5042627453804016,9.928898592193036e-09","0.2262251377105713,0.47824299335479736,-0.015210751444101334","0.24781130254268646,0.4299878776073456,-0.021534962579607964","0.25220078229904175,0.38667330145835876,-0.028255127370357513","0.24472589790821075,0.3539891242980957,-0.034280527383089066","0.23139223456382751,0.356769859790802,-0.0065864818170666695","0.23726888000965118,0.3016406297683716,-0.024973507970571518","0.2337065041065216,0.295319527387619,-0.03891126438975334","0.23060773313045502,0.3187720477581024,-0.04493004083633423","0.20750726759433746,0.35159990191459656,-0.006672793999314308","0.20612353086471558,0.2804141044616699,-0.02471088245511055","0.20405234396457672,0.28836730122566223,-0.03673854097723961","0.20621222257614136,0.3238256573677063,-0.04078301414847374","0.18659751117229462,0.36044469475746155,-0.009592256508767605","0.18064092099666595,0.30136358737945557,-0.025428740307688713","0.181138277053833,0.3110858201980591,-0.032877981662750244","0.18700671195983887,0.3438408076763153,-0.03382067754864693","0.16647914052009583,0.380960613489151,-0.013907494954764843","0.15835633873939514,0.339903861284256,-0.0250301081687212","0.16073541343212128,0.3395327925682068,-0.028740113601088524","0.16802963614463806,0.3586103618144989,-0.028505733236670494"
0.25,"0.1887861043214798,0.5026828646659851,-1.4092707445456654e-08","0.21736493706703186,0.4791756272315979,-0.019066352397203445","0.23766085505485535,0.4331875443458557,-0.02741813287138939","0.2399330735206604,0.3889141380786896,-0.03561478853225708","0.22749346494674683,0.35418644547462463,-0.043059758841991425","0.2234557867050171,0.3553234934806824,-0.0077843558974564075","0.22885319590568542,0.3000962734222412,-0.026987696066498756","0.22128039598464966,0.29889512062072754,-0.04278557375073433","0.2150132805109024,0.32596656680107117,-0.050447702407836914","0.2011263221502304,0.3517904281616211,-0.0064111510291695595","0.20139797031879425,0.285258412361145,-0.024295739829540253","0.19399812817573547,0.2914350628852844,-0.03909338638186455","0.1921844780445099,0.3226879835128784,-0.04625407233834267","0.18110191822052002,0.3605257570743561,-0.008328808471560478","0.1760772466659546,0.303411602973938,-0.023745598271489143","0.17168451845645905,0.30829474329948425,-0.03455647826194763","0.17382532358169556,0.3393971621990204,-0.03900442272424698","0.16215366125106812,0.3805268406867981,-0.012052257545292377","0.15176966786384583,0.3420180082321167,-0.02348930947482586","0.15008172392845154,0.34156545996665955,-0.02981005795300007","0.15412861108779907,0.3608234226703644,-0.032373733818531036"
0.25,"0.1822309046983719,0.5052922964096069,-4.152136767743286e-08","0.20886419713497162,0.48640257120132446,-0.021172139793634415","0.22669799625873566,0.43918007612228394,-0.03020639158785343","0.2261042594909668,0.3979027569293976,-0.03858672454953194","0.21479809284210205,0.3614264726638794,-0.04641920328140259","0.213144913315773,0.359519898891449,-0.012471122667193413","0.21691235899925232,0.30163025856018066,-0.03240349143743515","0.20717033743858337,0.3024151027202606,-0.04921954125165939","0.2004268616437912,0.3302537798881531,-0.05804988741874695","0.19053596258163452,0.35681062936782837,-0.010556740686297417","0.19054709374904633,0.2882136404514313,-0.029792699962854385","0.1805265098810196,0.29656070470809937,-0.04710858687758446","0.1785660684108734,0.3272966146469116,-0.056443482637405396","0.17016518115997314,0.36586034297943115,-0.011780801229178905","0.1652471274137497,0.3073948621749878,-0.02783878892660141","0.15898606181144714,0.311219185590744,-0.041953474283218384","0.16052213311195374,0.34142357110977173,-0.0492115318775177","0.1514216810464859,0.38704705238342285,-0.014808756299316883","0.14092455804347992,0.34661176800727844,-0.026914892718195915","0.13761235773563385,0.3438362181186676,-0.035616882145404816","0.14041607081890106,0.3614770770072937,-0.040498897433280945"
0.25,"0.1782449632883072,0.5111549496650696,-2.9342228202722254e-08","0.2037690430879593,0.49517491459846497,-0.02238074503839016","0.21989506483078003,0.4519076645374298,-0.0334777757525444","0.21889495849609375,0.4143870770931244,-0.043962251394987106","0.20383673906326294,0.3818923830986023,-0.05386624112725258","0.20313496887683868,0.367656946182251,-0.016347814351320267","0.20634649693965912,0.306803435087204,-0.03810560330748558","0.19580061733722687,0.3091937303543091,-0.05498286709189415","0.18925616145133972,0.3402068614959717,-0.06323898583650589","0.1803344339132309,0.3661992847919464,-0.014378794468939304","0.17913831770420074,0.29337936639785767,-0.03517572581768036","0.16899725794792175,0.3052704930305481,-0.051239173859357834","0.16835972666740417,0.3397473096847534,-0.05887886881828308","0.1608729064464569,0.3762369751930237,-0.015619686804711819","0.15323789417743683,0.31457096338272095,-0.032010454684495926","0.147867351770401,0.3226580321788788,-0.04412436857819557","0.1523554027080536,0.35666152834892273,-0.04949241876602173","0.1432342529296875,0.3981790542602539,-0.01887689158320427","0.13100570440292358,0.35789409279823303,-0.030242417007684708","0.1293003410100937,0.35689103603363037,-0.03757331520318985","0.13545769453048706,0.37748709321022034,-0.041266992688179016"
0.25,"0.17777013778686523,0.5160061717033386,-2.997533243842554e-08","0.20290854573249817,0.4958183765411377,-0.02038320153951645","0.21964570879936218,0.45056724548339844,-0.03044365532696247","0.21923668682575226,0.40982547402381897,-0.04003223776817322","0.20285534858703613,0.37850362062454224,-0.048899635672569275","0.20262402296066284,0.36880722641944885,-0.013966575264930725","0.20744751393795013,0.30786845088005066,-0.03412556275725365","0.19766472280025482,0.3104493021965027,-0.049751166254282","0.1912500113248825,0.3381640315055847,-0.05737277865409851","0.18012790381908417,0.36721205711364746,-0.012541349977254868","0.17794522643089294,0.2957395613193512,-0.031794171780347824","0.1680041402578354,0.30546891689300537,-0.047031600028276443","0.16729837656021118,0.33705824613571167,-0.054324034601449966","0.16074185073375702,0.37791329622268677,-0.014057592488825321","0.1526435762643814,0.3191927373409271,-0.02943911775946617","0.14636513590812683,0.32612016797065735,-0.04159807786345482","0.15011632442474365,0.3565559387207031,-0.04722747206687927","0.14349785447120667,0.40121105313301086,-0.01735927350819111","0.13001100718975067,0.36570435762405396,-0.0284271240234375","0.1270953118801117,0.3637377619743347,-0.035918839275836945","0.13246886432170868,0.3800569176673889,-0.039713114500045776"
0.25,"0.1827312409877777,0.5155539512634277,1.364559931715803e-08","0.2101709544658661,0.49046456813812256,-0.019319728016853333","0.22803112864494324,0.4438752830028534,-0.028736833482980728","0.22995245456695557,0.40155723690986633,-0.03815838322043419","0.21529823541641235,0.369489461183548,-0.04691563546657562","0.20874927937984467,0.3632909059524536,-0.011317161843180656","0.21276980638504028,0.3036646842956543,-0.03157521411776543","0.20692132413387299,0.30325743556022644,-0.04805940389633179","0.20300084352493286,0.33176177740097046,-0.056226830929517746","0.18537485599517822,0.36248403787612915,-0.010434161871671677","0.18095579743385315,0.29259055852890015,-0.028743412345647812","0.17502151429653168,0.29649055004119873,-0.0443972684442997","0.17635755240917206,0.3261701762676239,-0.05283060297369957","0.16500550508499146,0.3744655251502991,-0.012683584354817867","0.1552666872739792,0.31562668085098267,-0.028026031330227852","0.15302662551403046,0.32171720266342163,-0.04010077938437462","0.15967169404029846,0.35337963700294495,-0.04602394998073578","0.14617083966732025,0.39832115173339844,-0.016692543402314186","0.13281914591789246,0.3584553301334381,-0.028083665296435356","0.13290788233280182,0.35816827416419983,-0.03526198863983154","0.14063234627246857,0.37892860174179077,-0.038949739187955856"
0.25,"0.19119389355182648,0.5106791853904724,4.8663228113809964e-08","0.22188600897789001,0.47544991970062256,-0.01387009397149086","0.23950821161270142,0.42205238342285156,-0.01989849843084812","0.2424735575914383,0.37830570340156555,-0.026699556037783623","0.23219498991966248,0.35322076082229614,-0.03273293375968933","0.21275891363620758,0.35555803775787354,-0.00532339746132493","0.21457535028457642,0.29961520433425903,-0.023815862834453583","0.21329514682292938,0.295404851436615,-0.03821173682808876","0.21332141757011414,0.3211192488670349,-0.0445941798388958","0.18890877068042755,0.3577077388763428,-0.006127829197794199","0.1834469586610794,0.2886413335800171,-0.023756874725222588","0.18337248265743256,0.2902728021144867,-0.03588908910751343","0.18772602081298828,0.32149040699005127,-0.040722161531448364","0.16935744881629944,0.37263521552085876,-0.009805446490645409","0.15847162902355194,0.3171003460884094,-0.025448806583881378","0.16227944195270538,0.32557445764541626,-0.032933253794908524","0.17205879092216492,0.35658586025238037,-0.03441905975341797","0.15122611820697784,0.39860692620277405,-0.014904268085956573","0.1400279998779297,0.36138415336608887,-0.02637435495853424","0.14482305943965912,0.3628773093223572,-0.030508412048220634","0.1557236909866333,0.38235607743263245,-0.031028781086206436"
0.25,"0.19901521503925323,0.5074807405471802,4.462535230231879e-08","0.22823230922222137,0.46852797269821167,-0.011576714925467968","0.24604691565036774,0.41454774141311646,-0.01713854819536209","0.2527751922607422,0.3721306025981903,-0.023596294224262238","0.24591325223445892,0.34177422523498535,-0.029329992830753326","0.21332186460494995,0.35294675827026367,-0.0061075761914253235","0.21260932087898254,0.2941895127296448,-0.024254189804196358","0.21645709872245789,0.2907872200012207,-0.037966784089803696","0.2207038700580597,0.3167791962623596,-0.043454285711050034","0.19149945676326752,0.3583885133266449,-0.007608600426465273","0.18170161545276642,0.28836697340011597,-0.024580709636211395","0.18906158208847046,0.29390019178390503,-0.03470553457736969","0.1983550488948822,0.3267042338848114,-0.0377073772251606","0.1739831268787384,0.3750738203525543,-0.011573287658393383","0.1603880524635315,0.3157346248626709,-0.026520749554038048","0.17215009033679962,0.32514724135398865,-0.031087998300790787","0.1860760748386383,0.354390949010849,-0.030344553291797638","0.15736806392669678,0.4015623927116394,-0.016806654632091522","0.148429736495018,0.3624403476715088,-0.028425879776477814","0.15787531435489655,0.3653706908226013,-0.030745450407266617","0.17058290541172028,0.38515353202819824,-0.029348962008953094"
0.25,"0.20446793735027313,0.500529408454895,6.045284806077689e-08","0.23198328912258148,0.4628693759441376,-0.011425474658608437","0.24989359080791473,0.41109925508499146,-0.018414976075291634","0.2583563029766083,0.3697887063026428,-0.026194943115115166","0.2540830373764038,0.33482807874679565,-0.03312511369585991","0.21259231865406036,0.3485022187232971,-0.00891113094985485","0.21027164161205292,0.2858647406101227,-0.026619791984558105","0.21985512971878052,0.2881428003311157,-0.039863165467977524","0.22740395367145538,0.31672316789627075,-0.04521263390779495","0.1928481012582779,0.3570646047592163,-0.01075782161206007","0.18089064955711365,0.2852303683757782,-0.0266074538230896","0.1955653727054596,0.29376763105392456,-0.03693707659840584","0.20718282461166382,0.32560089230537415,-0.04091061279177666","0.17619051039218903,0.3765469491481781,-0.014712568372488022","0.16293306648731232,0.3157442808151245,-0.028902193531394005","0.1807391196489334,0.3244609534740448,-0.0337304063141346","0.1945837140083313,0.35126519203186035,-0.033863190561532974","0.16101685166358948,0.4037715792655945,-0.019768869504332542","0.1547372192144394,0.36278846859931946,-0.0308979582041502","0.1688547432422638,0.36242738366127014,-0.03331325575709343","0.18170283734798431,0.3775494396686554,-0.03255241736769676"
0.25,"0.20943105220794678,0.4961729645729065,5.903347854996355e-08","0.23356057703495026,0.4579024314880371,-0.008680828846991062","0.2485353648662567,0.4032318890094757,-0.015621744096279144","0.25802376866340637,0.36275818943977356,-0.02375744841992855","0.25761768221855164,0.32709917426109314,-0.031069545075297356","0.20908711850643158,0.3441184163093567,-0.008399290964007378","0.20614702999591827,0.28105348348617554,-0.0260012224316597","0.22228872776031494,0.28472059965133667,-0.03883012384176254","0.23323827981948853,0.3111623525619507,-0.04417433962225914","0.19248655438423157,0.35490596294403076,-0.012001236900687218","0.17978104948997498,0.2829550802707672,-0.02875475026667118","0.20159348845481873,0.29337507486343384,-0.03914232179522514","0.2154715359210968,0.3241121172904968,-0.04299885779619217","0.17856374382972717,0.3755645453929901,-0.017296668142080307","0.16613557934761047,0.3145636320114136,-0.032668303698301315","0.18987196683883667,0.32401248812675476,-0.03694886341691017","0.20403335988521576,0.34914666414260864,-0.036394961178302765","0.16622017323970795,0.4032430052757263,-0.023325124755501747","0.1634998917579651,0.3600394129753113,-0.03525610640645027","0.18131273984909058,0.3598497807979584,-0.036864593625068665","0.19349710643291473,0.37412893772125244,-0.03540443256497383"
0.25,"0.21404413878917694,0.48916053771972656,5.332963581849981e-08","0.23506541550159454,0.44388818740844727,-0.005378697067499161","0.24730344116687775,0.3900981843471527,-0.011953742243349552","0.2563438415527344,0.35090774297714233,-0.02045534923672676","0.25936540961265564,0.3154127895832062,-0.028048451989889145","0.2059086710214615,0.3345279097557068,-0.0037293725181370974","0.20303533971309662,0.2791476845741272,-0.020675109699368477","0.22072234749794006,0.281913161277771,-0.03307357057929039","0.232147216796875,0.3040499985218048,-0.038426727056503296","0.19139164686203003,0.34629830718040466,-0.00883460696786642","0.1815333515405655,0.2813611924648285,-0.02491021901369095","0.20507670938968658,0.28994113206863403,-0.034417152404785156","0.21962058544158936,0.3164326846599579,-0.0376586988568306","0.17991521954536438,0.3676506280899048,-0.015638886019587517","0.1717568188905716,0.31390488147735596,-0.03081940859556198","0.1966819167137146,0.3198028802871704,-0.03437217324972153","0.21162697672843933,0.33933159708976746,-0.03320116549730301","0.17095664143562317,0.3966228663921356,-0.022915223613381386","0.17266222834587097,0.3584526479244232,-0.03430604934692383","0.191817969083786,0.35549241304397583,-0.035359255969524384","0.204888716340065,0.36457154154777527,-0.033471569418907166"
0.25,"0.21271967887878418,0.48870527744293213,9.90465522932027e-08","0.22958773374557495,0.43678537011146545,-0.0010544279357418418","0.2373340129852295,0.3820160925388336,-0.008089711889624596","0.24712514877319336,0.34366360306739807,-0.017857886850833893","0.2536845803260803,0.30993175506591797,-0.026337992399930954","0.18219003081321716,0.34038984775543213,-0.004020844120532274","0.18842317163944244,0.28023287653923035,-0.019880522042512894","0.2135988026857376,0.27985912561416626,-0.030755503103137016","0.22811725735664368,0.2973712086677551,-0.035776492208242416","0.1715216338634491,0.3557969033718109,-0.011772439815104008","0.18010582029819489,0.285634845495224,-0.025996731594204903","0.2091493457555771,0.29132720828056335,-0.03250682353973389","0.2226126492023468,0.31070584058761597,-0.03469307720661163","0.16812396049499512,0.3766250014305115,-0.020635446533560753","0.1781224012374878,0.31424814462661743,-0.03346054255962372","0.2058669775724411,0.3175581395626068,-0.03310088440775871","0.21873022615909576,0.334068238735199,-0.030228611081838608","0.171167254447937,0.4024828374385834,-0.029858611524105072","0.18412595987319946,0.3566884398460388,-0.03912903741002083","0.2030811607837677,0.34791117906570435,-0.03792360797524452","0.2126118391752243,0.351692795753479,-0.03501990810036659"
0.25,"0.20344361662864685,0.4935154318809509,1.2113780201161717e-07","0.22248563170433044,0.42489171028137207,0.004714127164334059","0.22579053044319153,0.3756558299064636,-0.0016787098720669746","0.23450782895088196,0.3387572169303894,-0.012203329242765903","0.2418135106563568,0.3045963644981384,-0.021568598225712776","0.16589173674583435,0.3558693826198578,5.685853921022499e-06","0.1797553151845932,0.2895796000957489,-0.015387438237667084","0.20462705194950104,0.2797190248966217,-0.0260046124458313","0.21937879920005798,0.2939586043357849,-0.03104323521256447","0.15931323170661926,0.37109529972076416,-0.011198573745787144","0.1760118454694748,0.2859705686569214,-0.02427143231034279","0.2055763155221939,0.28681090474128723,-0.02938976138830185","0.21812018752098083,0.306071400642395,-0.030378995463252068","0.16445624828338623,0.38704636693000793,-0.022870177403092384","0.1826685667037964,0.3142118752002716,-0.033550459891557693","0.20981399714946747,0.3148161768913269,-0.030237490311264992","0.21842321753501892,0.33333835005760193,-0.025566935539245605","0.17675307393074036,0.4035497009754181,-0.03461173549294472","0.19786639511585236,0.3529740273952484,-0.04019039496779442","0.21504169702529907,0.345406174659729,-0.03520897775888443","0.21974560618400574,0.35426026582717896,-0.029997581616044044"
0.25,"0.19905832409858704,0.4960114061832428,1.3075036520149297e-07","0.21848754584789276,0.42458391189575195,0.004167213104665279","0.22215451300144196,0.3787609040737152,-0.0029429392889142036","0.22942188382148743,0.34124234318733215,-0.014303400181233883","0.2362460494041443,0.30430302023887634,-0.024747366085648537","0.1618594527244568,0.3607448935508728,-0.0004399191529955715","0.17445708811283112,0.2920878529548645,-0.015393353067338467","0.19795961678028107,0.27836400270462036,-0.025554481893777847","0.21178346872329712,0.2882413864135742,-0.030597589910030365","0.15803366899490356,0.37483081221580505,-0.011678490787744522","0.17602244019508362,0.28747209906578064,-0.023706817999482155","0.20400668680667877,0.28775671124458313,-0.027598926797509193","0.2153005748987198,0.30483096837997437,-0.028088562190532684","0.16513265669345856,0.38949906826019287,-0.02356196567416191","0.18610897660255432,0.3159046173095703,-0.033435989171266556","0.21086756885051727,0.3178722858428955,-0.028920648619532585","0.21818974614143372,0.33485689759254456,-0.023830043151974678","0.17926062643527985,0.4042941927909851,-0.03566126897931099","0.20088423788547516,0.35467591881752014,-0.04028515890240669","0.2169904112815857,0.35174474120140076,-0.034288838505744934","0.22184476256370544,0.3624460995197296,-0.028653860092163086"
0.25,"0.19696274399757385,0.4965854585170746,1.2390954395868903e-07","0.21702693402767181,0.42632508277893066,0.0036069040652364492","0.22049649059772491,0.3806908428668976,-0.0037362128496170044","0.22783474624156952,0.34256258606910706,-0.015058024786412716","0.23478560149669647,0.30759701132774353,-0.025248480960726738","0.1614573895931244,0.3623367249965668,-0.0029695178382098675","0.1754196733236313,0.2921862006187439,-0.018220145255327225","0.20005586743354797,0.2805134952068329,-0.028146598488092422","0.21307089924812317,0.29361844062805176,-0.032895345240831375","0.1584557443857193,0.37541013956069946,-0.013779157772660255","0.17727921903133392,0.2867634892463684,-0.025685254484415054","0.20593710243701935,0.2889899015426636,-0.0291492510586977","0.21609792113304138,0.30775129795074463,-0.029579905793070793","0.1668064147233963,0.3890753388404846,-0.025107914581894875","0.18912991881370544,0.31399062275886536,-0.03467084467411041","0.21413642168045044,0.3187205493450165,-0.02937694638967514","0.21974283456802368,0.33869168162345886,-0.0239957757294178","0.18164172768592834,0.4030549228191376,-0.03666612133383751","0.20510058104991913,0.3513874411582947,-0.04045632481575012","0.220392644405365,0.3484620451927185,-0.03372775390744209","0.22312989830970764,0.3598300516605377,-0.027880549430847168"
0.5,"0.199176624417305,0.5137964487075806,1.7303619870290277e-07","0.23085720837116241,0.4807980954647064,-0.019458560273051262","0.2519022822380066,0.4302983582019806,-0.029552916064858437","0.2603968381881714,0.38802260160446167,-0.03895174711942673","0.2627685070037842,0.35141220688819885,-0.04787035286426544","0.2138010710477829,0.35244089365005493,-0.012103485874831676","0.21420332789421082,0.300592303276062,-0.02816779911518097","0.21113798022270203,0.2785288989543915,-0.04186093062162399","0.20987281203269958,0.27579769492149353,-0.04981062933802605","0.18869389593601227,0.35605356097221375,-0.010550561361014843","0.18146851658821106,0.30518418550491333,-0.024060865864157677","0.17737266421318054,0.28180447220802307,-0.03700008615851402","0.1794939786195755,0.28046995401382446,-0.045747485011816025","0.16867125034332275,0.37477073073387146,-0.012070758268237114","0.1566064953804016,0.331260621547699,-0.02594006434082985","0.15284952521324158,0.3138127326965332,-0.03816256672143936","0.15723592042922974,0.31315338611602783,-0.0453888401389122","0.15186811983585358,0.40643924474716187,-0.015254533849656582","0.13647453486919403,0.37933507561683655,-0.028887763619422913","0.13455887138843536,0.3669254779815674,-0.03781856223940849","0.14123883843421936,0.36535710096359253,-0.04272178187966347"
0.5,"0.20045726001262665,0.5178756713867188,2.0304165104789718e-07","0.23098044097423553,0.4836631119251251,-0.019038259983062744","0.2522932291030884,0.43375301361083984,-0.026942474767565727","0.26064470410346985,0.39168161153793335,-0.03381038457155228","0.2617432773113251,0.35613417625427246,-0.04034891724586487","0.21218407154083252,0.3552354574203491,-0.012181520462036133","0.21182000637054443,0.3037061095237732,-0.02641158364713192","0.21018221974372864,0.2789207100868225,-0.03858079016208649","0.21046175062656403,0.27288106083869934,-0.045544788241386414","0.1881195604801178,0.35887083411216736,-0.010293519124388695","0.17996731400489807,0.301974356174469,-0.022960353642702103","0.17743706703186035,0.2793477773666382,-0.033851221203804016","0.18032003939151764,0.28081458806991577,-0.04038236290216446","0.1688907891511917,0.37808558344841003,-0.011304882355034351","0.15443354845046997,0.33224543929100037,-0.02427353337407112","0.15239837765693665,0.3122779130935669,-0.03424583375453949","0.1588389128446579,0.3116684556007385,-0.03964979201555252","0.15248407423496246,0.4084298014640808,-0.014083245769143105","0.13560567796230316,0.3775557577610016,-0.026945725083351135","0.1346825361251831,0.3655199408531189,-0.03423227742314339","0.14268213510513306,0.3668210208415985,-0.03765677288174629"
0.5,"0.19997024536132812,0.5200735926628113,2.1152987983441562e-07","0.23073852062225342,0.4850887954235077,-0.01862221583724022","0.2523581087589264,0.4348564147949219,-0.026115357875823975","0.2607777416706085,0.39248156547546387,-0.03267674520611763","0.2623211741447449,0.35702717304229736,-0.03876347839832306","0.21140910685062408,0.3550567030906677,-0.010345001704990864","0.2116554081439972,0.30231696367263794,-0.023959463462233543","0.21023210883140564,0.2772100865840912,-0.03572048619389534","0.21122579276561737,0.27212581038475037,-0.042411282658576965","0.18779826164245605,0.358562171459198,-0.008410671725869179","0.17980878055095673,0.30138272047042847,-0.020244762301445007","0.1772937923669815,0.2777165174484253,-0.03083610348403454","0.18055228888988495,0.2788974642753601,-0.03731749951839447","0.16884805262088776,0.37828829884529114,-0.009445758536458015","0.1546396017074585,0.3317863941192627,-0.02193334884941578","0.15218529105186462,0.31093207001686096,-0.03195686265826225","0.15831421315670013,0.3098713159561157,-0.03749489784240723","0.15261001884937286,0.40931543707847595,-0.01222158782184124","0.1365661919116974,0.3779646158218384,-0.024891136214137077","0.13554583489894867,0.3646944761276245,-0.03231416270136833","0.14311474561691284,0.36449962854385376,-0.03587436303496361"
0.5,"0.20061808824539185,0.5193890333175659,2.0884060347725608e-07","0.23142501711845398,0.48339414596557617,-0.018866922706365585","0.25315311551094055,0.43287214636802673,-0.026463208720088005","0.2607996463775635,0.39042946696281433,-0.033170368522405624","0.26068878173828125,0.3544134497642517,-0.03932707756757736","0.21198514103889465,0.3551480174064636,-0.010222936049103737","0.2123757302761078,0.30116671323776245,-0.024228528141975403","0.2110770046710968,0.2758609652519226,-0.03620951622724533","0.21240906417369843,0.27279239892959595,-0.04278147220611572","0.18851523101329803,0.3584299087524414,-0.008248443715274334","0.18013988435268402,0.29964175820350647,-0.020766742527484894","0.17761626839637756,0.27686578035354614,-0.03184754401445389","0.18137617409229279,0.2822999060153961,-0.03825351223349571","0.1697489619255066,0.3775689899921417,-0.009285833686590195","0.15539778769016266,0.33033499121665955,-0.022161858156323433","0.15316085517406464,0.3091641366481781,-0.03260844200849533","0.15999792516231537,0.3102666735649109,-0.03811890259385109","0.15352897346019745,0.4082067608833313,-0.012064053677022457","0.1368403136730194,0.3772514760494232,-0.024982372298836708","0.13547708094120026,0.36349672079086304,-0.032765161246061325","0.14320173859596252,0.3642961084842682,-0.03637094795703888"
